Question,Answer
"As part of his Easternmost conquests, this Greek's armies occupied the Punjab around 327 B.C.",Alexander the Great
"On this show, ""The Itchy & Scratchy Movie"" was novelized by Norman Mailer",The Simpsons
"""Joy of Cooking"" gives a recipe for this beef dish but cautions that eating raw meat can be hazardous to your health",steak tartare
In 2007 he became the first man since Bill Tilden to win the U.S. Open 4 years in a row,(Roger) Federer
Alexander Wood & Charles Pravaz are credited with developing this device in 1853 first used to inject morphine,a (hypodermic) syringe
Idle talk about the private affairs of others,gossip
In the 1840s this European power fought 2 costly wars over the Punjab before annexing the region outright,the English (Great Britain)
"A man is searching for the novel ""Knickerless Nickleby"" in the bookstore skit on this British Show",Monty Python('s Flying Circus)
"Corned beef is cured in brine; this other deli meat is seasoned brisket that's been cured, smoked & cooked",pastrami
The first important U.S. tournament in this board game took place in New York City in 1857,chess
"After Carrier came up with this in 1902, my 20 babes waving palm fronds idea went out the window",air conditioning
A bon mot,a quip
"In this Kipling work, the title orphan's father was a sergeant in an Irish regiment in the Punjab",Kim
"This doctor from the original ""Star Trek"" series wrote ""Comparative Alien Physiology""",McCoy
"Part of the name of this expensive boneless cut means ""dainty"" in French",filet mignon
"Jordan & Bird hit ""nothing but net"" playing this shot-for-shot basketball game in 1990s TV ads for McDonald's",HORSE
"After steamboat success, he was urged to work on submarine-launched torpedoes by Pres. Jefferson",Robert Fulton
"Mating rituals, perhaps for Miles Standish?",courtship
"Predominant in the Punjab, this religion has origins in both Hinduism & Islam",Sikhism
"Jose Chung speaks to FBI agents before writing ""From Outer Space"" about an alien abduction on this show",The X-Files
"It's the French name for boeuf braised in red wine, usually garnished with mushrooms & white onions",bœuf bourguignon
"From before 3000 B.C., the game Senet of these people used a board & pieces to depict an afterlife journey",the Egyptians
"In 1868, 9 years after developing the railway sleeping car, he introduced the first railway car for dining",Pullman
Carrot relative seen here,a parsnip
"Colons & commas & hyphens, oh my!",punctuation
"Around 46 B.C, Julius Caesar offended his countrymen by dedicating a statue to her",Cleopatra
"We liked her, we really liked her when this actress won for ""Places in the Heart"" in 1985",Sally Field
Georges Rouault liked to include some tragic ones of these in his works; Red Skelton specialized in them,clowns
"(A trainer and dog stop at a curb behind Cheryl of the Clue Crew at The Seeing Eye in New Jersey.)  A dog is trained to stop at curbs for two reasons, safety & orientation, as people who are visually impaired determine location by counting these",the blocks
"The musical ""Les Mis"" didn't debut on Broadway but in this city, its setting",Paris
Furry Phil's Pennsylvania place for fanciful February forecasting,Punxsutawney
"As an example to her Russian subjects, she & her son Paul had themselves inoculated against smallpox in 1768",Catherine (the Great)
"In 1992, proving he could keep up with the younger crowd, he did one-armed pushups accepting his ""City Slickers"" Oscar",Jack Palance
"A Gerrit Dou work is sometimes known as ""The Mother of"" this painter with whom Dou studied in 17th century Leiden",Rembrandt
"(Jon of the Clue Crew pets a German shepherd puppy at The Seeing Eye in New Jersey.)  The Seeing Eye puppy-raising program aims to have dogs learn the ABCs: affection, this & courtesy",behavior
"He directed a landmark Chinese production of his play ""Death of a Salesman"" at the People's Art Theatre in Beijing",Arthur Miller
Pugilistic pair pictured here,Punch & Judy
In 1616 she & her husband John Rolfe traveled to England to help raise funds for the Virginia colonists,Pocahontas
"He's the ""SNL"" guy (& you're not) who opened the 1988 show with, ""Good evening Hollywood phonies""; he never hosted again",Chevy Chase
"19th c. painter Thomas Cole lived in Catskill, N.Y. on this river, whose ""School"" he helped found",the Hudson River
"(Jon of the Clue Crew crosses the street with a trainer & her dog at The Seeing Eye in New Jersey.)  A Seeing Eye dog owner listens to traffic to know when to say ""forward""; the dog doesn't know when to go because dogs have this visual deficiency of their own",colorblindness
"A Dutch TV reality show picked the muscular ""swinger"" for the European run of this Disney musical",Tarzan
"William Gibson pioneered this sci-fi genre of characters in a dark, futuristic world dominated by computers",cyberpunk
"In November 1988 she was elected Prime Minister of Pakistan, becoming the first woman to head a modern Islamic nation",(Benazir) Bhutto
"Disney sued the Academy for ""unflattering"" use of this character after a 1989 duet with her & Rob Lowe",Snow White
"A note formerly on the back of ""Figure de fantasie"" by this Rococo painter says it was done in one hour",Fragonard
"(Jon of the Clue Crew watches as a dog refuses to cross a street despite its trainer's urging.)  Thoreau talked of ""civil"" this, but dogs must learn ""intelligent"" this, like stopping instead of obeying an order to go forward",disobedience
"There's a ""method"" behind his founding of the Moscow Art Theatre with Nemirovich-Danchenko",(Constantin) Stanislavski
"From the Latin for ""mark for deletion"", it's to erase something from official records",expunge
"To further the ambitions of her brother, her father, Pope Alexander VI, arranged several marriages for her",Lucrezia Borgia
"This ""American Beauty"" nominee nearly had a pregnant pause at the 2000 show; she was due with her 4th at any moment",Annette Bening
"This Venetian, said his pupil Palma Giovane, ""used his fingers more than his brush"" to finish his lush works",Titian
"(Cheryl of the Clue Crew leads Jon on at The Seeing Eye in New Jersey.)  In the matching process for a dog, people with visual impairments are evaluated on pace & pull using this harness named for the Roman queen of heaven",Juno
"If you get to put ""RSC"" on your resume, you were part of this British troupe",the Royal Shakespeare Company
"When completed, it stretched for 73 1/2 miles from Bowness to Wallsend",Hadrian's Wall
"In a common saying, it's what some people can't see for the trees",the forest
"You can visit this sport's hall of fame on PGA Blvd. in Pinehurst, North Carolina",golf
"In Cole Porter's song, these words follow ""can't look at hobbles and I can't stand fences""",don't fence me in
Device that's implanted to control irregular heart beats,a pacemaker
"Ray Walston was the Martian while the ""my"" in ""My Favorite Martian"" referred to him",Bill Bixby
"With a favorable wind, skunks can do this for up to about 23 feet",spray
A college team might have to do this for games played with ineligible team members,forfeit
"Except when it's on tour, the most important King Tut collection is housed in this city",Cairo
"Hey, good looki",Hank Williams
"The term ""strep"", as in strep throat, is short for this type of bacteria",Streptococcus
"Before playing the principal at ""The Bronx Zoo"", he played the city editor of the L.A. Tribune",Ed Asner
"The skunk lends its name to this foul-smelling ""vegetable"" found in swamps",skunk cabbage
Jewelers as well as surgeons use this tool for grasping & holding,forceps
"Type of place you'd be visiting if you were in Wind Cave, Lassen or Zion",a national park
"In ""Red River Valley"", cowboys sing, ""come and"" do this ""if you love me""",sit by my side
He was a world authority on the gall wasp in the '20s before turning to sex research,Kinsey
"In 1977 her own show aired on CBS just before ""Maude""; now she's a ""Golden Girl"" with Bea Arthur",Betty White
Name of zee skunk in zee popular Warner Brothers cartoons,Pepé Le Pew
Usually it's the last thing you're served in a Chinese restaurant,a fortune cookie
1 of 2 famous Danish breweries you can tour in Copenhagen,Tuborg (or Carlsberg)
"For an upper GI you drink this; for a lower GI... well, we won't talk about that",barium
"The pilot of this show, set in North Carolina, played as part of ""The Danny Thomas Show"" in 1960",The Andy Griffith Show
"Condition of the skunk in the title of the following 1973 Top 20 hit:  ""Take a whiff on me, that ain't no rose! / Roll up yer window and hold yer nose""",dead and in the middle of the road
This word on the label signifies that vitamins have been added to milk,fortified
You can spend the night in a Victorian style railroad car at the Choo Choo Hilton in this city,Chattanooga
"To test for this, the eyeball is anesthetized & a pressure gauge is placed on the front of the eye",glaucoma
"He was a regular on Danny Kaye's, Carol Burnett's & Tim Conway's variety shows",Harvey Korman
Skunks are the major carriers of this disease in the continental U.S.,rabies
The 2 states that border no other states,Alaska & Hawaii
In 1772 James Boswell told this author he intended to write his biography,Doctor Samuel Johnson
"Count Rumford, who died in 1814, invented the drip version of this",the coffee maker (the coffee pot accepted)
"Carrie Leigh hopped out of this man's mansion & married an antique dealer, quick as a bunny",Hugh Hefner
"Heavy casualties at Shiloh led to calls for his firing, but Lincoln said, ""I can't spare this man; he fights""",Grant
Late designer whose perfumes are sold by the numbers: No. 5. No. 19 & No. 22,(Coco) Chanel
"Of Colorado, New Mexico or Arizona, the state where the Rio Grande begins",Colorado
The Baconian theory expounds this,that Francis Bacon wrote Shakespeare's plays
Eli Whitney's nephew invented a crusher used to grind up rock for surfacing these,roads
"This ""Bewitch""ing actress was the 3rd wife of Oscar winner Gig Young",Elizabeth Montgomery
This battle was Lee's last major offensive,Gettysburg
"Mimosa, mayflower & musk mingle in this, Yves St. Laurent's ""capital"" perfume",Paris
